Contract,tenure,InternetService,OnlineSecurity,TechSupport,MonthlyCharges,PaymentMethod,PaperlessBilling,Churn
Two year,66,No,No internet service,No internet service,20.0,Credit card (automatic),No,No
Month-to-month,15,DSL,No,Yes,55.0,Credit card (automatic),No,Yes
Two year,64,Fiber optic,No,No,104.4,Bank transfer (automatic),Yes,No
Month-to-month,10,No,No internet service,No internet service,20.05,Credit card (automatic),Yes,No
Month-to-month,7,Fiber optic,No,Yes,89.75,Electronic check,Yes,Yes
Month-to-month,29,DSL,No,Yes,34.3,Electronic check,No,No
Two year,57,No,No internet service,No internet service,20.65,Bank transfer (automatic),No,No
Month-to-month,46,Fiber optic,Yes,No,84.25,Mailed check,No,No
Two year,53,No,No internet service,No internet service,19.65,Bank transfer (automatic),No,No
One year,17,DSL,Yes,Yes,79.85,Credit card (automatic),No,No
Two year,38,No,No internet service,No internet service,20.2,Mailed check,Yes,No
One year,15,No,No internet service,No internet service,19.8,Mailed check,No,No
Month-to-month,22,DSL,No,No,50.35,Electronic check,Yes,No
Month-to-month,14,Fiber optic,No,No,85.15,Electronic check,Yes,Yes
One year,57,DSL,No,Yes,74.6,Bank transfer (automatic),No,No
Month-to-month,11,Fiber optic,No,No,79.15,Credit card (automatic),Yes,No
Two year,1,No,No internet service,No internet service,20.35,Mailed check,No,No
Two year,12,No,No internet service,No internet service,21.05,Bank transfer (automatic),No,No
Month-to-month,3,Fiber optic,No,No,94.6,Electronic check,Yes,Yes
Month-to-month,36,Fiber optic,No,No,94.7,Electronic check,Yes,No
Month-to-month,16,Fiber optic,Yes,No,94.25,Electronic check,Yes,Yes
One year,65,DSL,Yes,No,72.45,Credit card (automatic),No,Yes
Month-to-month,2,Fiber optic,No,No,74.95,Electronic check,No,No
Month-to-month,42,Fiber optic,Yes,No,105.2,Electronic check,Yes,Yes
Two year,72,Fiber optic,Yes,Yes,111.95,Bank transfer (automatic),No,No
Two year,62,No,No internet service,No internet service,19.85,Bank transfer (automatic),No,No
Month-to-month,6,Fiber optic,No,No,89.75,Electronic check,Yes,No
Two year,48,No,No internet service,No internet service,20.05,Mailed check,Yes,No
Two year,35,Fiber optic,Yes,Yes,108.95,Electronic check,Yes,No
One year,52,No,No internet service,No internet service,19.65,Credit card (automatic),No,No
Month-to-month,1,DSL,No,No,24.9,Mailed check,Yes,No
Month-to-month,6,Fiber optic,No,No,82.85,Electronic check,Yes,Yes
Two year,71,DSL,Yes,Yes,93.2,Credit card (automatic),No,No
One year,67,Fiber optic,Yes,No,84.8,Bank transfer (automatic),No,No
One year,60,DSL,Yes,No,71.75,Electronic check,Yes,No
Month-to-month,23,DSL,No,Yes,30.35,Bank transfer (automatic),Yes,No
One year,39,DSL,No,Yes,54.85,Bank transfer (automatic),No,No
One year,15,No,No internet service,No internet service,19.5,Mailed check,Yes,No
Month-to-month,53,Fiber optic,No,No,103.85,Electronic check,Yes,Yes
Two year,24,No,No internet service,No internet service,24.2,Mailed check,No,No
Month-to-month,37,No,No internet service,No internet service,19.35,Electronic check,No,No
Month-to-month,5,Fiber optic,No,No,83.6,Electronic check,Yes,Yes
One year,50,Fiber optic,No,Yes,100.65,Electronic check,Yes,No
One year,54,Fiber optic,No,No,94.1,Credit card (automatic),Yes,No
Month-to-month,3,Fiber optic,Yes,No,74.55,Electronic check,Yes,No
One year,68,Fiber optic,No,Yes,108.45,Electronic check,No,Yes
Month-to-month,5,DSL,No,Yes,56.15,Electronic check,No,No
Two year,33,No,No internet service,No internet service,20.35,Mailed check,No,No
One year,41,DSL,No,No,80.55,Electronic check,Yes,No
One year,34,DSL,Yes,Yes,61.25,Mailed check,No,No
Month-to-month,13,No,No internet service,No internet service,20.45,Mailed check,Yes,No
Month-to-month,20,No,No internet service,No internet service,18.9,Credit card (automatic),Yes,No
Two year,51,No,No internet service,No internet service,19.6,Credit card (automatic),No,No
Month-to-month,3,Fiber optic,No,No,91.5,Credit card (automatic),Yes,Yes
Month-to-month,41,DSL,No,No,45.2,Bank transfer (automatic),No,No
Month-to-month,13,No,No internet service,No internet service,19.45,Credit card (automatic),No,No
Two year,35,No,No internet service,No internet service,25.45,Bank transfer (automatic),No,No
Month-to-month,12,Fiber optic,Yes,Yes,80.85,Bank transfer (automatic),No,Yes
Month-to-month,4,Fiber optic,Yes,Yes,94.9,Mailed check,Yes,No
Month-to-month,43,DSL,No,No,49.05,Bank transfer (automatic),Yes,Yes
Month-to-month,12,DSL,No,Yes,29.3,Mailed check,Yes,No
Month-to-month,68,Fiber optic,No,No,105.3,Electronic check,Yes,Yes
Month-to-month,25,Fiber optic,No,No,88.95,Electronic check,Yes,Yes
One year,7,No,No internet service,No internet service,20.25,Mailed check,No,No
One year,66,Fiber optic,No,Yes,110.85,Electronic check,Yes,Yes
One year,53,Fiber optic,Yes,Yes,110.5,Electronic check,No,No
Month-to-month,63,Fiber optic,Yes,No,109.4,Bank transfer (automatic),Yes,No
Two year,70,Fiber optic,Yes,Yes,114.2,Bank transfer (automatic),Yes,Yes
Month-to-month,27,DSL,No,No,36.5,Bank transfer (automatic),No,Yes
Month-to-month,1,Fiber optic,No,No,70.75,Mailed check,No,Yes
Month-to-month,5,No,No internet service,No internet service,19.95,Mailed check,No,No
One year,37,No,No internet service,No internet service,19.6,Mailed check,No,No
Month-to-month,3,DSL,No,No,40.15,Mailed check,Yes,Yes
Month-to-month,12,Fiber optic,No,No,76.6,Electronic check,Yes,No
One year,38,No,No internet service,No internet service,19.6,Credit card (automatic),No,No
Month-to-month,9,Fiber optic,No,No,85.3,Credit card (automatic),Yes,No
Month-to-month,13,DSL,Yes,No,65.85,Electronic check,Yes,No
Month-to-month,29,Fiber optic,No,No,94.45,Electronic check,Yes,Yes
Two year,47,No,No internet service,No internet service,20.05,Credit card (automatic),No,No
Month-to-month,61,Fiber optic,Yes,Yes,99.4,Bank transfer (automatic),No,No
Month-to-month,16,No,No internet service,No internet service,20.0,Mailed check,No,No
Two year,41,DSL,Yes,Yes,78.45,Electronic check,No,No
Two year,43,No,No internet service,No internet service,25.1,Electronic check,Yes,No
Month-to-month,36,Fiber optic,No,No,97.35,Bank transfer (automatic),Yes,Yes
Month-to-month,6,DSL,No,No,55.0,Electronic check,Yes,No
One year,58,DSL,Yes,Yes,71.1,Credit card (automatic),Yes,No
Month-to-month,19,DSL,No,Yes,61.55,Credit card (automatic),Yes,No
Month-to-month,11,DSL,No,No,45.9,Bank transfer (automatic),Yes,No
One year,39,DSL,Yes,Yes,40.3,Bank transfer (automatic),Yes,No
Month-to-month,8,Fiber optic,No,No,87.1,Electronic check,Yes,No
Month-to-month,26,DSL,No,No,49.5,Mailed check,Yes,No
Month-to-month,53,Fiber optic,No,No,73.8,Credit card (automatic),Yes,No
Two year,70,No,No internet service,No internet service,19.2,Mailed check,Yes,No
Month-to-month,1,DSL,No,No,45.3,Mailed check,Yes,Yes
Two year,59,No,No internet service,No internet service,25.0,Mailed check,No,No
Month-to-month,2,Fiber optic,No,No,94.95,Electronic check,No,Yes
One year,7,DSL,Yes,No,35.3,Mailed check,No,No
Month-to-month,12,DSL,No,No,44.55,Electronic check,Yes,Yes
One year,59,DSL,No,Yes,76.75,Credit card (automatic),No,No
Two year,61,DSL,No,Yes,81.0,Bank transfer (automatic),Yes,No
Two year,72,Fiber optic,Yes,No,105.55,Bank transfer (automatic),Yes,No
Month-to-month,13,No,No internet service,No internet service,18.8,Mailed check,No,No
One year,64,No,No internet service,No internet service,24.9,Mailed check,No,No
Month-to-month,1,DSL,No,No,23.45,Electronic check,Yes,Yes
One year,10,DSL,No,Yes,64.9,Mailed check,No,No
One year,65,DSL,Yes,No,61.35,Bank transfer (automatic),No,No
Two year,62,Fiber optic,Yes,Yes,113.95,Mailed check,No,No
One year,55,DSL,Yes,Yes,90.15,Electronic check,Yes,No
Month-to-month,25,DSL,No,No,54.1,Electronic check,No,No
Month-to-month,1,DSL,Yes,No,29.7,Mailed check,No,Yes
Month-to-month,1,DSL,Yes,No,49.8,Credit card (automatic),Yes,No
Month-to-month,59,Fiber optic,No,No,101.1,Electronic check,No,Yes
Two year,64,No,No internet service,No internet service,24.4,Bank transfer (automatic),Yes,No
Month-to-month,36,Fiber optic,No,No,95.0,Bank transfer (automatic),Yes,No
Month-to-month,3,DSL,No,No,50.65,Mailed check,Yes,Yes
Two year,61,DSL,Yes,No,69.9,Mailed check,Yes,No
One year,26,DSL,No,No,39.95,Bank transfer (automatic),Yes,No
Month-to-month,1,DSL,No,No,55.4,Electronic check,Yes,Yes
Month-to-month,1,Fiber optic,No,No,90.6,Electronic check,Yes,Yes
Two year,68,Fiber optic,Yes,No,103.25,Credit card (automatic),Yes,No
Month-to-month,2,Fiber optic,No,No,86.85,Mailed check,Yes,Yes
Two year,72,Fiber optic,Yes,Yes,94.25,Bank transfer (automatic),Yes,No
Two year,71,DSL,No,Yes,47.05,Electronic check,Yes,No
Two year,57,No,No internet service,No internet service,20.55,Credit card (automatic),No,No
Month-to-month,4,No,No internet service,No internet service,19.65,Mailed check,Yes,No
Month-to-month,1,Fiber optic,No,No,70.2,Electronic check,Yes,No
Two year,72,DSL,Yes,Yes,81.0,Credit card (automatic),No,No
One year,21,DSL,Yes,No,75.9,Bank transfer (automatic),Yes,No
Two year,71,No,No internet service,No internet service,24.7,Bank transfer (automatic),No,No
Month-to-month,29,Fiber optic,No,No,99.05,Bank transfer (automatic),Yes,Yes
Two year,69,Fiber optic,Yes,Yes,110.25,Credit card (automatic),No,No
Two year,64,DSL,Yes,Yes,85.0,Credit card (automatic),Yes,No
Month-to-month,16,No,No internet service,No internet service,19.75,Credit card (automatic),No,No
One year,4,No,No internet service,No internet service,23.9,Electronic check,No,No
One year,52,Fiber optic,Yes,Yes,111.25,Credit card (automatic),Yes,Yes
Month-to-month,2,DSL,Yes,No,55.1,Mailed check,Yes,Yes
Month-to-month,1,No,No internet service,No internet service,19.95,Mailed check,No,No
Month-to-month,18,DSL,No,No,25.15,Mailed check,No,No
Month-to-month,2,DSL,No,No,54.15,Mailed check,No,No
Month-to-month,19,DSL,No,No,59.8,Mailed check,Yes,No
Month-to-month,40,Fiber optic,No,No,83.85,Bank transfer (automatic),No,No
One year,66,Fiber optic,No,No,104.9,Electronic check,Yes,No
Month-to-month,21,Fiber optic,No,No,75.3,Mailed check,No,No
Month-to-month,8,DSL,No,Yes,66.65,Electronic check,Yes,No
Two year,72,Fiber optic,Yes,Yes,109.5,Credit card (automatic),Yes,No
One year,48,DSL,No,Yes,73.85,Bank transfer (automatic),Yes,No
Two year,69,No,No internet service,No internet service,19.3,Bank transfer (automatic),Yes,No
Two year,72,Fiber optic,Yes,Yes,118.2,Electronic check,Yes,No
One year,14,DSL,No,No,51.45,Credit card (automatic),No,No
Month-to-month,6,DSL,No,No,59.45,Electronic check,No,No
Two year,8,No,No internet service,No internet service,19.5,Bank transfer (automatic),No,No
One year,17,No,No internet service,No internet service,19.55,Mailed check,No,No
One year,65,Fiber optic,Yes,Yes,93.55,Electronic check,No,No
One year,57,DSL,Yes,Yes,59.3,Mailed check,Yes,No
Month-to-month,13,Fiber optic,No,No,102.25,Credit card (automatic),Yes,Yes
Month-to-month,19,Fiber optic,No,No,95.9,Credit card (automatic),Yes,Yes
One year,56,Fiber optic,Yes,No,109.8,Bank transfer (automatic),No,No
Month-to-month,14,Fiber optic,No,No,78.1,Electronic check,Yes,No
Month-to-month,52,DSL,Yes,No,39.9,Electronic check,Yes,No
Two year,58,DSL,Yes,Yes,64.9,Credit card (automatic),Yes,No
Month-to-month,47,Fiber optic,No,Yes,95.05,Electronic check,Yes,Yes
Month-to-month,67,DSL,No,Yes,53.4,Credit card (automatic),Yes,No
Month-to-month,2,DSL,No,No,24.9,Credit card (automatic),Yes,No
Month-to-month,6,DSL,No,No,44.7,Credit card (automatic),No,No
Two year,71,Fiber optic,Yes,Yes,114.0,Bank transfer (automatic),Yes,No
Two year,46,No,No internet service,No internet service,20.25,Bank transfer (automatic),No,No
Month-to-month,5,DSL,Yes,Yes,53.85,Credit card (automatic),No,Yes
Month-to-month,67,Fiber optic,Yes,No,83.85,Bank transfer (automatic),No,No
Month-to-month,3,No,No internet service,No internet service,20.2,Bank transfer (automatic),No,No
Month-to-month,3,No,No internet service,No internet service,19.95,Mailed check,No,No
Month-to-month,52,Fiber optic,Yes,No,104.2,Electronic check,Yes,Yes
Month-to-month,42,DSL,No,No,50.25,Electronic check,Yes,Yes
One year,50,No,No internet service,No internet service,20.35,Mailed check,Yes,No
Month-to-month,23,Fiber optic,Yes,No,90.0,Electronic check,Yes,No
Two year,67,DSL,Yes,Yes,54.2,Credit card (automatic),No,No
Month-to-month,25,Fiber optic,No,No,99.5,Electronic check,Yes,Yes
One year,39,Fiber optic,Yes,No,99.1,Mailed check,No,No
Two year,69,DSL,Yes,Yes,66.9,Mailed check,Yes,No
One year,1,DSL,No,No,25.85,Mailed check,No,No
Month-to-month,32,Fiber optic,No,No,91.05,Electronic check,No,No
Month-to-month,9,Fiber optic,No,No,71.0,Electronic check,No,Yes
Month-to-month,16,Fiber optic,No,No,93.2,Credit card (automatic),Yes,Yes
Two year,60,No,No internet service,No internet service,20.95,Bank transfer (automatic),Yes,No
Two year,72,Fiber optic,No,Yes,109.2,Bank transfer (automatic),Yes,No
Month-to-month,5,No,No internet service,No internet service,19.35,Mailed check,No,Yes
Month-to-month,26,Fiber optic,Yes,No,85.8,Credit card (automatic),Yes,No
Month-to-month,3,No,No internet service,No internet service,19.85,Mailed check,No,Yes
Month-to-month,2,No,No internet service,No internet service,19.65,Electronic check,Yes,No
One year,2,No,No internet service,No internet service,20.5,Bank transfer (automatic),No,No
One year,36,DSL,Yes,Yes,89.65,Credit card (automatic),Yes,No
Month-to-month,7,Fiber optic,Yes,No,74.35,Mailed check,No,No
Two year,60,DSL,No,No,49.45,Credit card (automatic),Yes,No
Month-to-month,19,Fiber optic,No,No,89.1,Electronic check,Yes,No
Two year,45,DSL,Yes,Yes,75.15,Credit card (automatic),No,No
Month-to-month,4,Fiber optic,No,No,70.65,Electronic check,Yes,No
Month-to-month,31,Fiber optic,No,Yes,104.2,Electronic check,Yes,Yes
Month-to-month,47,Fiber optic,Yes,No,90.05,Electronic check,No,No
Month-to-month,1,Fiber optic,No,No,79.25,Electronic check,Yes,Yes
Month-to-month,1,DSL,No,No,44.9,Bank transfer (automatic),Yes,Yes
Month-to-month,1,No,No internet service,No internet service,19.4,Credit card (automatic),No,No
Month-to-month,59,Fiber optic,No,No,88.75,Credit card (automatic),Yes,No
Month-to-month,10,Fiber optic,No,No,70.1,Electronic check,Yes,Yes
Month-to-month,35,Fiber optic,Yes,No,91.0,Credit card (automatic),No,No
Month-to-month,4,DSL,No,No,29.65,Electronic check,Yes,Yes
One year,32,Fiber optic,Yes,No,90.8,Electronic check,Yes,No
Month-to-month,43,Fiber optic,No,No,77.85,Electronic check,Yes,Yes
Month-to-month,4,DSL,No,No,54.3,Electronic check,No,Yes
Two year,54,No,No internet service,No internet service,18.95,Mailed check,Yes,No
Month-to-month,11,Fiber optic,No,No,95.15,Bank transfer (automatic),Yes,Yes
Two year,66,Fiber optic,Yes,No,102.4,Bank transfer (automatic),Yes,No
One year,61,Fiber optic,No,No,99.9,Electronic check,Yes,No
Two year,72,DSL,Yes,Yes,88.7,Credit card (automatic),No,No
One year,44,DSL,No,Yes,54.3,Electronic check,Yes,No
Month-to-month,41,DSL,No,No,55.7,Bank transfer (automatic),Yes,No
One year,50,Fiber optic,Yes,No,103.95,Electronic check,Yes,No
One year,47,Fiber optic,Yes,Yes,110.85,Credit card (automatic),Yes,Yes
Two year,8,No,No internet service,No internet service,20.15,Mailed check,No,No
Month-to-month,18,No,No internet service,No internet service,20.05,Mailed check,No,No
Two year,72,DSL,Yes,Yes,91.95,Credit card (automatic),Yes,No
Month-to-month,1,Fiber optic,No,No,80.5,Electronic check,No,Yes
Month-to-month,42,DSL,No,No,55.65,Electronic check,No,No
Month-to-month,18,Fiber optic,No,No,74.7,Electronic check,Yes,No
One year,13,Fiber optic,No,No,104.15,Credit card (automatic),Yes,No
One year,68,Fiber optic,No,Yes,83.65,Bank transfer (automatic),Yes,No
Month-to-month,4,Fiber optic,No,No,72.2,Bank transfer (automatic),Yes,Yes
Two year,69,Fiber optic,Yes,No,110.05,Credit card (automatic),Yes,No
Month-to-month,17,DSL,No,Yes,51.5,Mailed check,No,Yes
Two year,25,No,No internet service,No internet service,25.5,Credit card (automatic),No,No
Month-to-month,43,Fiber optic,No,No,89.55,Mailed check,Yes,Yes
Two year,59,No,No internet service,No internet service,19.5,Credit card (automatic),No,No
Month-to-month,5,Fiber optic,Yes,No,80.7,Electronic check,No,No
One year,21,DSL,Yes,Yes,77.5,Mailed check,No,Yes
One year,69,Fiber optic,Yes,Yes,105.1,Credit card (automatic),Yes,No
Month-to-month,13,DSL,No,No,25.15,Bank transfer (automatic),Yes,No
Month-to-month,42,Fiber optic,No,No,95.25,Bank transfer (automatic),Yes,Yes
Month-to-month,52,Fiber optic,No,Yes,95.65,Credit card (automatic),Yes,No
Month-to-month,46,Fiber optic,Yes,No,85.0,Electronic check,No,Yes
Two year,61,DSL,Yes,Yes,80.8,Bank transfer (automatic),Yes,No
One year,29,DSL,No,No,24.85,Mailed check,Yes,No
One year,25,DSL,No,Yes,54.75,Credit card (automatic),Yes,No
Month-to-month,5,Fiber optic,No,Yes,85.75,Electronic check,Yes,Yes
One year,15,DSL,No,No,50.75,Electronic check,No,No
Two year,19,No,No internet service,No internet service,20.15,Mailed check,No,No
Two year,44,No,No internet service,No internet service,20.05,Mailed check,No,No
Month-to-month,6,Fiber optic,No,No,98.25,Electronic check,Yes,Yes
Two year,58,DSL,Yes,Yes,71.6,Credit card (automatic),No,No
One year,62,Fiber optic,Yes,No,81.45,Credit card (automatic),Yes,No
One year,70,DSL,No,Yes,58.4,Bank transfer (automatic),Yes,No
Month-to-month,1,DSL,No,No,25.7,Mailed check,Yes,Yes
Two year,10,DSL,Yes,Yes,53.7,Credit card (automatic),No,No
One year,26,No,No internet service,No internet service,19.6,Bank transfer (automatic),Yes,No
Month-to-month,66,Fiber optic,No,No,89.4,Credit card (automatic),No,No
Month-to-month,7,Fiber optic,No,No,69.0,Electronic check,Yes,Yes
One year,51,Fiber optic,No,Yes,84.2,Bank transfer (automatic),No,No
Two year,72,Fiber optic,Yes,Yes,106.1,Credit card (automatic),Yes,No
Two year,65,No,No internet service,No internet service,25.75,Mailed check,No,No
Month-to-month,2,DSL,No,No,46.05,Bank transfer (automatic),No,Yes
One year,70,DSL,Yes,Yes,64.95,Bank transfer (automatic),No,No
Two year,72,DSL,No,Yes,85.45,Credit card (automatic),Yes,No
Month-to-month,1,No,No internet service,No internet service,20.05,Mailed check,No,No
Month-to-month,1,Fiber optic,No,No,76.4,Mailed check,Yes,Yes
Month-to-month,5,Fiber optic,No,No,100.5,Electronic check,Yes,Yes
Month-to-month,3,No,No internet service,No internet service,20.7,Mailed check,No,No
Two year,58,No,No internet service,No internet service,25.3,Credit card (automatic),Yes,No
Month-to-month,22,DSL,Yes,No,40.05,Mailed check,No,Yes
Month-to-month,33,Fiber optic,No,No,100.6,Bank transfer (automatic),Yes,No
Month-to-month,1,Fiber optic,No,No,69.95,Electronic check,No,Yes
Month-to-month,54,Fiber optic,No,No,74.0,Bank transfer (automatic),No,No
Two year,72,Fiber optic,No,No,99.4,Electronic check,Yes,No
Month-to-month,1,Fiber optic,No,No,93.3,Electronic check,Yes,Yes
